Name,Compound,Date_Tweeted,Favorite,Negative,Neutral,Positive,Retweet,Tweet,User
VICE News,-0.073,Wed Apr 25 20:38:27 +0000 2018,0,0.829,0.096,0.074,12,RT @shanesmith30: This week we look at mass shootings on #VICEonHBO https://t.co/3o5OvVqNWt,@vicenews
VICE News,-0.072,Wed Apr 25 20:22:01 +0000 2018,0,0.831,0.095,0.074,23,RT @motherboard: Startup offers $3 million to anyone who can hack the iPhone https://t.co/aMOXOBD9pj https://t.co/3SBl7e7ML3,@vicenews
VICE News,-0.071,Wed Apr 25 20:19:34 +0000 2018,53,0.833,0.095,0.073,23,UPDATE: Sacramento Sheriff Scott Jones said it was only in the last few days that his department narrowed in on the… https://t.co/ksEjmWMr67,@vicenews
VICE News,-0.075,Wed Apr 25 19:26:10 +0000 2018,10,0.833,0.095,0.072,13,"“The country is ripe for outside influences because Ireland is seen as a bit of a battlefield, from both the pro-li… https://t.co/jOgIYqoKOY",@vicenews
The New York Times,0.0,Thu Apr 26 23:15:13 +0000 2018,1,1.0,0.0,0.0,1,Bill Cosby’s retrial began on April 9. Here are 8 ways the second trial was different. https://t.co/hglR99dpW2,@nytimes
The New York Times,-0.229,Thu Apr 26 23:10:09 +0000 2018,30,0.935,0.065,0.0,16,"In June 2017, Bill Cosby’s case ended in a mistrial. One of the accusers, Lili Bernard, wept in the courtroom, and… https://t.co/OrBxvZXjLl",@nytimes
The New York Times,-0.429,Thu Apr 26 23:05:06 +0000 2018,49,0.809,0.191,0.0,19,"In December 2015, Bill Cosby was arrested and charged with sexual assault https://t.co/gBRuCuDqtt https://t.co/3JQ2jlG5IV",@nytimes
The New York Times,-0.453,Thu Apr 26 23:00:10 +0000 2018,120,0.824,0.177,0.0,46,"In 2015, @NYmag interviewed 35 women who said they were assaulted by Bill Cosby. “When only one or two women came o… https://t.co/WZFZIb28JN",@nytimes
The New York Times,-0.403,Thu Apr 26 22:55:08 +0000 2018,291,0.842,0.158,0.0,93,"In the last few years, dozens of women have come forward to accuse Bill Cosby of sexual misconduct. Andrea Constand… https://t.co/wewtuMohhT",@nytimes
The New York Times,-0.444,Thu Apr 26 22:34:57 +0000 2018,208,0.829,0.171,0.0,95,"The identity of the Golden State Killer was discovered using a genealogy database, investigators said  https://t.co/a0LkmMUiCn",@nytimes
The New York Times,-0.438,Thu Apr 26 22:29:37 +0000 2018,30,0.836,0.164,0.0,5,Note: We've deleted this earlier tweet. It was misleading. Caryl Churchill did not talk to The New York Times.… https://t.co/3EJChOfdkI,@nytimes
The New York Times,-0.417,Thu Apr 26 22:15:05 +0000 2018,80,0.843,0.157,0.0,26,"If moviegoing is a solitary act, theatergoing is a communal one, remarked the critic Robert Brustein. Few make this… https://t.co/MEkMI6XzHk",@nytimes
The New York Times,-0.318,Thu Apr 26 22:02:05 +0000 2018,200,0.841,0.14,0.019,113,"We fact-checked President Trump’s ""Fox &amp; Friends"" interview. Here's an assessment of what he said. https://t.co/G5t3a95Cfz",@nytimes
The New York Times,-0.328,Thu Apr 26 21:47:01 +0000 2018,0,0.845,0.138,0.017,1255,"RT @nytimesworld: The gang of men in Spain called themselves a ""manada,"" or wolf-pack. On Thursday they were found guilty of sexually abusi…",@nytimes
The New York Times,-0.298,Thu Apr 26 21:32:07 +0000 2018,181,0.859,0.125,0.016,114,"At the truce village where North and South Korean leaders will meet for a historic summit, everything from the dess… https://t.co/awFQOZdcH2",@nytimes
The New York Times,-0.337,Thu Apr 26 21:11:06 +0000 2018,0,0.841,0.138,0.021,647,RT @npfandos: SCOOP: The F.B.I. first gave the White House counsel a file containing spousal abuse allegations against Rob Porter in March…,@nytimes
The New York Times,-0.311,Thu Apr 26 21:00:10 +0000 2018,115,0.853,0.127,0.02,64,How exactly does ISIS lure young recruits? We speak with a former ISIS member about how and why he joined the fold. https://t.co/oWPVSJOlGa,@nytimes
The New York Times,-0.235,Thu Apr 26 20:45:06 +0000 2018,0,0.844,0.118,0.037,24,"RT @alanblinder: This story inspired a lot of friends, colleagues and sources to text me their hash brown preferences. https://t.co/Ibzwj41…",@nytimes
The New York Times,-0.228,Thu Apr 26 20:30:12 +0000 2018,526,0.85,0.115,0.035,160,Thousands of teachers in Arizona and Colorado walked out of their classrooms on Thursday to demand more funding for… https://t.co/pFQMKIHouy,@nytimes
The New York Times,-0.189,Thu Apr 26 20:10:06 +0000 2018,0,0.853,0.108,0.039,930,"RT @dougmillsnyt: On ""take your child to work day"", @PressSec with the help of her two children, takes questions in the White House Press R…",@nytimes
The New York Times,-0.178,Thu Apr 26 20:00:13 +0000 2018,0,0.862,0.102,0.037,273,"RT @dougmillsnyt: .@realDonaldTrump, taking part in ""take your child to work day"", invited children of White House Staff and White House pr…",@nytimes
The New York Times,-0.168,Thu Apr 26 19:50:07 +0000 2018,867,0.869,0.096,0.035,115,This year’s Emmys will be an “SNL” affair https://t.co/yCGVCdFLfO,@nytimes
The New York Times,-0.199,Thu Apr 26 19:40:05 +0000 2018,99,0.859,0.108,0.033,49,Alfie Evans' doctors say he is profoundly brain damaged and cannot improve. His parents aren't convinced. Their dis… https://t.co/MyEFOPv8qR,@nytimes
The New York Times,-0.177,Thu Apr 26 19:30:04 +0000 2018,0,0.856,0.106,0.038,330,RT @nytopinion: .@CharlesMBlow: The idea that the primary motivator for Trump support was economic anxiety was a false narrative swallowed…,@nytimes
The New York Times,-0.203,Thu Apr 26 19:20:06 +0000 2018,1595,0.851,0.113,0.036,493,One NYT commenter's reaction to Bill Cosby being found guilty of sexually assaulting a woman at his home 14 years a… https://t.co/5oxOyTg6if,@nytimes
The New York Times,-0.227,Thu Apr 26 19:15:09 +0000 2018,175,0.847,0.119,0.034,49,One NYT commenter's reaction to Bill Cosby being found guilty of sexually assaulting a woman at his home 14 years a… https://t.co/uU3Zc2VPXF,@nytimes
The New York Times,-0.217,Thu Apr 26 19:10:05 +0000 2018,278,0.854,0.114,0.033,62,How to spend 36 hours in Copenhagen https://t.co/buQDuDEGFe,@nytimes
The New York Times,-0.231,Thu Apr 26 19:00:15 +0000 2018,229,0.853,0.115,0.031,67,"Before she died at 30, Maria Bochkareva became one of Russia's first female army officers and commanded an all-wome… https://t.co/sV7cNRQBUu",@nytimes
The New York Times,-0.222,Thu Apr 26 18:53:55 +0000 2018,168,0.859,0.111,0.03,38,"“The whole case stands or falls on her. She is it,” a former DA and judge said last year of Andrea Constand. Read m… https://t.co/27AquoxQ9L",@nytimes
The New York Times,-0.213,Thu Apr 26 18:50:05 +0000 2018,0,0.864,0.107,0.029,334,RT @nytopinion: Mr. Trump told voters that he would hire the “best people.” What we have got instead is an administration that is incompete…,@nytimes
The New York Times,-0.19,Thu Apr 26 18:40:03 +0000 2018,133,0.865,0.103,0.033,51,Say goodbye to Yawkey Way. Boston is renaming the popular spot outside Fenway Park after concerns about the name's… https://t.co/zpxyEy500H,@nytimes
The New York Times,-0.21,Thu Apr 26 18:30:07 +0000 2018,100,0.858,0.11,0.031,30,"Here’s what we know so far about Joseph James DeAngelo, the Golden State Killer suspect https://t.co/paM2V3stJt",@nytimes
The New York Times,-0.203,Thu Apr 26 18:23:24 +0000 2018,252,0.863,0.106,0.03,97,What exactly happened between Bill Cosby and Andrea Constand in his home near Philadelphia more than 14 years ago?… https://t.co/tq5Ml6EUV8,@nytimes
The New York Times,-0.196,Thu Apr 26 18:20:05 +0000 2018,306,0.868,0.103,0.029,58,This simple side dish takes only 15 minutes to make https://t.co/r1AQ6kz35q,@nytimes
The New York Times,-0.21,Thu Apr 26 18:10:03 +0000 2018,0,0.866,0.105,0.028,97,"RT @IKershner: Four years later, an Israeli police officer will serve nine months jail time for fatally shooting a teenage Palestinian prot…",@nytimes
The New York Times,-0.192,Thu Apr 26 18:00:07 +0000 2018,83,0.867,0.102,0.031,42,"If the world economy was coming out of its low-inflation funk, this is probably what it would look like https://t.co/yggwZsf0uW",@nytimes
The New York Times,-0.209,Thu Apr 26 17:55:45 +0000 2018,4201,0.863,0.107,0.03,2283,"Breaking News: Bill Cosby has been found guilty of sexually assaulting Andrea Constand, capping the downfall of one… https://t.co/JaPlD8TF4Q",@nytimes
The New York Times,-0.202,Thu Apr 26 17:50:07 +0000 2018,163,0.867,0.104,0.029,67,"The Jacksonville Jaguars’ billionaire owner, Shahid Khan, has taken his team to London’s iconic Wembley Stadium ann… https://t.co/YhWuSisHnt",@nytimes
The New York Times,-0.2,Thu Apr 26 17:40:06 +0000 2018,0,0.865,0.104,0.031,33,"RT @NYTObits: Sachio Kinugasa, the Japanese slugger who in 1987 broke Lou Gehrig’s record for consecutive games played, only to see his tes…",@nytimes
The New York Times,-0.185,Thu Apr 26 17:30:05 +0000 2018,309,0.865,0.101,0.035,104,"A Senate panel advanced a bill to let special counsels appeal firings. It’s unlikely to come to a full vote, but is… https://t.co/NltwyXobj8",@nytimes
The New York Times,-0.173,Thu Apr 26 17:20:07 +0000 2018,102,0.865,0.098,0.036,36,Do the Democrats have a reasonable chance to regain a majority in the House? Here are 4 factors to consider. https://t.co/TAQdXgBHjW,@nytimes
The New York Times,-0.169,Thu Apr 26 17:10:07 +0000 2018,118,0.862,0.099,0.039,49,Federal officials are beginning to worry the economy is too good. But workers still feel left behind. https://t.co/M0tsMZiaRv,@nytimes
The New York Times,-0.154,Thu Apr 26 17:00:24 +0000 2018,0,0.862,0.097,0.041,21,RT @nytclimate: Lawmakers from both parties are grilling EPA chief Scott Pruitt on his spending decisions. Live video: https://t.co/neUlGmf…,@nytimes
The New York Times,-0.142,Thu Apr 26 16:54:12 +0000 2018,212,0.863,0.094,0.043,213,"Breaking News: The Senate easily confirmed Mike Pompeo as the nation’s 70th secretary of state, elevating the forei… https://t.co/m9xhgD9cwz",@nytimes
The New York Times,-0.138,Thu Apr 26 16:50:04 +0000 2018,145,0.866,0.092,0.042,49,“Here I was looking up the guy on Wikipedia and he was 5 doors down” https://t.co/btavWQLMSU,@nytimes
The New York Times,-0.127,Thu Apr 26 16:40:12 +0000 2018,117,0.865,0.09,0.045,48,Who are Diamond and Silk? A look at 2 pro-Trump social media stars. https://t.co/kuHUbPq2vw https://t.co/CG75elOB38,@nytimes
The New York Times,-0.124,Thu Apr 26 16:30:12 +0000 2018,278,0.868,0.088,0.044,135,"After The New York Times revealed decades of Harvey Weinstein's sexual misconduct, Weinstein told The Hollywood Rep… https://t.co/Nxl9Fm1kXe",@nytimes
The New York Times,-0.13,Thu Apr 26 16:20:06 +0000 2018,0,0.869,0.088,0.043,177,"RT @tackettdc: “The problem we have is, we have a president who will use that as fodder to do his mission that I don’t feel is in the best…",@nytimes
The New York Times,-0.127,Thu Apr 26 16:10:04 +0000 2018,182,0.872,0.086,0.042,42,"Meghan Markle left ""Suits."" Here’s what she took with her. https://t.co/y7GztqyRhW https://t.co/fIxnkPHiih",@nytimes
The New York Times,-0.129,Thu Apr 26 16:00:15 +0000 2018,156,0.872,0.087,0.041,43,"“There are the drunk Waffle Houses, the late-night Waffle Houses, Waffle House as a house of freaks, but there’s al… https://t.co/9j05WzrgXM",@nytimes
The New York Times,-0.127,Thu Apr 26 15:50:07 +0000 2018,306,0.875,0.085,0.04,103,Angela Merkel arrives at the White House on Friday in the wake of a visit by Emmanuel Macron. Don’t expect a sequel… https://t.co/ZrsTZDdTPZ,@nytimes
The New York Times,-0.119,Thu Apr 26 15:40:08 +0000 2018,245,0.875,0.083,0.041,71,"In Opinion

Op-Ed columnist Bret Stephens writes, ""The Bush model was about proving one’s worth and paying one’s du… https://t.co/Y0no0asvYp",@nytimes
The New York Times,-0.11,Thu Apr 26 15:30:11 +0000 2018,0,0.876,0.082,0.042,14,"RT @nytimesarts: “It feels like the last task for Michelle, to bring him her questions at the end of her book — just to go, ‘My wife had so…",@nytimes
The New York Times,-0.107,Thu Apr 26 15:20:07 +0000 2018,206,0.879,0.08,0.041,231,"At the memorial in Alabama, some of the lynchings are described in brief summaries https://t.co/lieAeoXYup https://t.co/mBrlAwnxU1",@nytimes
The New York Times,-0.115,Thu Apr 26 15:10:08 +0000 2018,144,0.877,0.082,0.041,90,"""The children were crying out for the driver to stop,"" a railways official said https://t.co/iU4AgNODnl",@nytimes
The New York Times,-0.111,Thu Apr 26 15:00:06 +0000 2018,207,0.875,0.083,0.042,75,"President Trump said in a call to ""Fox &amp; Friends"" that Michael Cohen represents him in ""this crazy Stormy Daniels d… https://t.co/1UENTq37Ai",@nytimes
The New York Times,-0.109,Thu Apr 26 14:45:05 +0000 2018,241,0.877,0.081,0.041,100,NFL owners and players discussed President Trump and Colin Kaepernick at a private meeting in October. The Times ob… https://t.co/Vbk2hjk5Ml,@nytimes
The New York Times,-0.107,Thu Apr 26 14:30:03 +0000 2018,0,0.88,0.08,0.041,20,"RT @nytimesarts: “My kicks are still high,” says Billy Zabka, the 52-year-old star of @CobraKaiSeries. “No mercy.” https://t.co/HLoabkOV0P",@nytimes
The New York Times,-0.105,Thu Apr 26 14:14:03 +0000 2018,364,0.882,0.078,0.04,249,"Faced with a presidential couple that controls virtually every branch of government and the news media, young peopl… https://t.co/nsN8BHpWjb",@nytimes
The New York Times,-0.109,Thu Apr 26 14:00:09 +0000 2018,159,0.882,0.079,0.039,79,"Scott Pruitt's strategy appears to be to place the blame for his activities on his staff, according to a talking po… https://t.co/OI7W9LCpON",@nytimes
The New York Times,-0.103,Thu Apr 26 13:45:08 +0000 2018,225,0.883,0.077,0.04,130,"""I peeled his clothes from his clammy body and wrapped my arms around him to try to keep him warm. I felt his heart… https://t.co/aQZPTFfm1X",@nytimes
The New York Times,-0.101,Thu Apr 26 13:29:04 +0000 2018,264,0.885,0.076,0.039,153,"""We can go to jail one more time if necessary. We will go on doing journalism with courage,"" said the editor in chi… https://t.co/Wd3QAmaBaG",@nytimes
The New York Times,-0.091,Thu Apr 26 13:14:05 +0000 2018,176,0.884,0.075,0.041,64,"""She genuinely wanted to care for all those around her even if it meant sacrificing a portion of herself in return… https://t.co/47aHEk6SAy",@nytimes
The New York Times,-0.09,Thu Apr 26 13:00:13 +0000 2018,130,0.886,0.074,0.04,35,Morning Briefing: Here's what you need to know to start your day https://t.co/1cRbjhwAjy https://t.co/AUsFvcyR6Z,@nytimes
The New York Times,-0.093,Thu Apr 26 12:50:07 +0000 2018,114,0.886,0.074,0.04,37,"Stephen Colbert bantered about accusations that on an overseas trip Ronny Jackson ""was intoxicated and banged on th… https://t.co/BYBsWy7BoN",@nytimes
The New York Times,-0.09,Thu Apr 26 12:40:08 +0000 2018,73,0.887,0.073,0.04,26,Two court developments this week indicate a possible road map for President Trump through the minefield of legal re… https://t.co/2SVweXg91i,@nytimes
The New York Times,-0.086,Thu Apr 26 12:30:07 +0000 2018,54,0.885,0.073,0.041,24,"Your daily @DealBook Briefing:

• Facebook can afford to clean up its act.

• How NFL owners worried about protests… https://t.co/eRttJBWwzI",@nytimes
The New York Times,-0.085,Thu Apr 26 12:15:06 +0000 2018,121,0.887,0.072,0.041,40,"Sean Spicer described the wax Melania Trump as ""unbelievably lifelike"" https://t.co/DkCeJvlgZ4",@nytimes
The New York Times,-0.084,Thu Apr 26 12:11:29 +0000 2018,477,0.889,0.071,0.04,170,Breaking: Dr. Ronny Jackson withdrew as nominee to lead the V.A. after lawmakers went public with a torrent of accu… https://t.co/EPEDYcQUI6,@nytimes
The New York Times,-0.087,Thu Apr 26 12:00:08 +0000 2018,114,0.889,0.072,0.04,74,New rules for elite female track athletes with high testosterone levels: Lower your levels with medicine or compete… https://t.co/Zsj5YgIO1G,@nytimes
The New York Times,-0.09,Thu Apr 26 11:45:07 +0000 2018,186,0.889,0.072,0.039,71,"Ronny Jackson, President Trump's pick to lead the V.A., is accused of mishandling an opioid and wrecking a car whil… https://t.co/t6k1B8hAUU",@nytimes
The New York Times,-0.083,Thu Apr 26 11:31:07 +0000 2018,856,0.889,0.071,0.04,239,"The writer Michelle McNamara, who was married to the comedian Patton Oswalt, spent the final years of her life chas… https://t.co/3YDhVXJg2m",@nytimes
The New York Times,-0.078,Thu Apr 26 11:15:07 +0000 2018,225,0.888,0.07,0.042,66,"Kanye West's ""dragon energy"" tweets caused bedlam among his fans https://t.co/mlr93urxO8",@nytimes
The New York Times,-0.066,Thu Apr 26 11:10:04 +0000 2018,121,0.885,0.069,0.046,58,Supreme Court justices seem focused on one question: Should the president’s authority have anything to do with his… https://t.co/MI5mb10NcQ,@nytimes
The New York Times,-0.069,Thu Apr 26 11:00:09 +0000 2018,154,0.885,0.07,0.045,96,Jeff Sessions refused to tell lawmakers about whether his recusal in all campaign-related investigations extended t… https://t.co/6W0BiD6xkt,@nytimes
The New York Times,-0.077,Thu Apr 26 10:50:05 +0000 2018,0,0.884,0.071,0.045,25,"RT @nytmedia: We now have a bidding war for Sky. Comcast has unveiled a $30.7 billion bid for the British satellite broadcaster, trying to…",@nytimes
The New York Times,-0.075,Thu Apr 26 10:40:07 +0000 2018,177,0.886,0.07,0.044,65,"For thousands of ""Dreamers,"" the past several months have been a wild ride. And it's not over yet. https://t.co/sit3opdS20",@nytimes
The New York Times,-0.069,Thu Apr 26 10:30:11 +0000 2018,1969,0.884,0.07,0.046,464,"""Let us face it: There is no Planet B,"" Emmanuel Macron said. ""I am sure one day the United States will come back a… https://t.co/BZcolj6SeE",@nytimes
The New York Times,-0.068,Thu Apr 26 10:14:07 +0000 2018,145,0.886,0.069,0.045,63,Morning Briefing: Here's what you need to know to start your day https://t.co/scVm87AY6N https://t.co/X2ptQX7VWW,@nytimes
The New York Times,-0.058,Thu Apr 26 10:00:21 +0000 2018,0,0.882,0.069,0.048,59,"RT @nytimesarts: Michelle Wolf, the comedian at this year's White House Correspondents' dinner, has no interest in knee-jerk jokes about Pr…",@nytimes
The New York Times,-0.069,Thu Apr 26 09:44:04 +0000 2018,221,0.878,0.074,0.048,100,"The Golden State Killer is thought to have killed 12 people, raped 45 people and burglarized more than 120 homes be… https://t.co/GRnm1B4cRV",@nytimes
The New York Times,-0.079,Thu Apr 26 09:29:04 +0000 2018,288,0.876,0.077,0.047,166,An Indian guru was sentenced to life in prison for the rape of a teenage girl. At least two witnesses who testified… https://t.co/eGAsJu5XTE,@nytimes
